$BlockNames
EXP_JointSet_1_Axle_111:EXP社 小型車軸
InfoShareTech:この機能を有効にするには、あなたのTwitterアカウントにサインインする必要があります。\n\nTWEET – 本機能を使用すると、ユニットのスナップショット画像がサインインしたTwitterアカウントで公開され、他のプレイヤーはそのユニットのダウンロードと保存出来るようになります。友人らの呟きで流れてきた.pngデータ(スナップショット)を、Snapshotsフォルダに入れるとゲーム内で使用出来ます。これは自身のユニットを管理する時も同じ手順です。\n\nSnapshotsフォルダは以下の場所にあります。:\n<color=#81ccefff>{0}</color>\n\nTWEET INVADER – 本機能を使用すると、ユニットを消費して他プレイヤーにそのユニット(AI制御)を送り込み、侵略することが出来ます。侵略者として送り込む前にスナップショットを保存していれば、送り込んだ後いつでもユニットを復元出来ますよ。
MigratingSaveData:保存データを移行中です。お待ちください...
XboxOneGuestSignIn:Guest account has been signed in. Any progress will be lost. [fr]
$MenuMain
menuStartNewGame:新しく始める
menuStartNewStory:ストーリー
menuMode:モード
menuModeExplain:<color=#81ccefff>ストーリー</color>モードか<color=#81ccefff>R&Dラボ</color>モードかを選択してください
menuStartNewGameWarning:新しいゲームを始めると現在のセーブデータに上書きされてしまいます本当によろしいですか？
menuPlay:プレイ
menuStart:スタート
menuContinueGame:途中から続ける
menuChallenges:挑戦モード
menuRaDUpsell:限定アクセス版では、TerraTechのユーザーエクスペリエンスの向上を目的として、お好きなアリーナで実験ブロックを継続的にお受け取りいただけます。\n\nさらに、TerraTechにアクセスして、フィードバックを送信していただけます。
menuOptions:設定
menuOptionsResetToDefaults:初期設定にリセット
menuAbout:このゲームについて
menuExit:終了
menuLoadLocal:ユニットを読み込む
menuLoadCommunity:コミュニティからユニットを読み込む
menuPause:一時停止
menuResume:ゲームに戻る
menuEndGame:セーブしてスタート画面へ戻る
menuSaveGame:ゲームを保存する
SaveDesign:デザインをセーブ
menuRestartGame:はじめから
menuLoadNew:新規ゲーム
menuOnQuitMainGame:本当にセーブして終了しますか？
menuOnQuitChallenge:本当にスタート画面へ戻りますか？
menuQuitGame:本当にゲームを終了しますか？
menuYes:はい
menuNo:いいえ
menuConfirm:{key:0}確認
menuCancel:{key:0}キャンセル
menuRename:{key:0}改名
menuHelp:{key:0}ヘルプ
menuDelete:{key:0}削除
menuLoad_Pad:{key:0}読み込む
menuSave_Pad:{key:0}セーブ
menuLoadingGameSaves:セーブデータ検索中
menuLoadingVehicles:ユニットを検索中
menuLoadingFromTwitter:全てのツイートからユニットを検索中
menuLoadingNotFound:読込可能なユニットは見つかりません
menuNoGameSavesFound:セーブされたゲームがありません
menuSave:セーブ
menuContinueFromSaved:保存されたセーブから再開
Ignore:無視
disclaimerWelcomeToTerraTechBeta:TerraTechにようこそ
disclaimerWelcomeToTerraTechEarlyAccess:TerraTech早期アクセス版にようこそ！
disclaimerVersion:版 {0}
EarlyAccessVersion:早期アクセス版 {0}
disclaimerWelcomeToTerraTechFreeDemo:TerraTech無料体験版にようこそ
disclaimerDemoVersion:- March 2018 -
disclaimerDemoVersionJanuary:1月
disclaimerDemoVersionFebruary:2月
disclaimerDemoVersionMarch:3月
disclaimerDemoVersionApril:4月
disclaimerDemoVersionMay:5月
disclaimerDemoVersionJune:6月
disclaimerDemoVersionJuly:7月
disclaimerDemoVersionAugust:8月
disclaimerDemoVersionSeptember:9月
disclaimerDemoVersionOctober:10月
disclaimerDemoVersionNovember:11月
disclaimerDemoVersionDecember:12月
disclaimerNotFinished:TerraTechは早期アクセスゲームです。まだ開発段階にあり、常に何かを追加または改善しています。定期的にアップデートしているので、良ければforum.terratechgame.comに参加してゲームに関する意見をください。
disclaimerMakeVideos:TerraTechではプレイ動画を自由に作って頂いてかまいません。
disclaimerTwitchInfo:毎週の水・金 5時(GMT) 公式ライブ配信中！詳細は twitch.tv/terratechgame をご覧ください！ゲームプレイ中でも通知が表示されます！
disclaimerValveLegalText:©2018 Valve Corporation. Steam 及び Steam ロゴは、米国及びまたはその他の国のValve Corporation の商標及びまたは登録商標です。
disclaimerPayloadLegalText:TerraTech ©2018 Payload Studios. TerraTech及びPayload Studios、さらにそれぞれのロゴは、米国、欧州連合及びその他の国のPayload Studiosの商標あるいは登録商標です。
userProfileCurrentUser:現在のユーザー
userProfileAddNewUser:新しいユーザーを追加
upsellGetRAndDPack:R&D実験棟への入場券を購入
upsellFullGameOnly:フルバージョン限定
userProfileCurrentPlayer:プレイヤー：
userProfileAddNewPlayer:新しいプレイヤーを追加
userProfilePlayerName:プレイヤー名：
userProfileEnterPlayerName:プレイヤー名を入力
userProfileAdd:追加
msgIncompatibleGameSave:残念ながらこのセーブデータは現行バージョンとの互換性がありません
menuExitToMain:タイトル画面に戻る
menuMultiplayer:マルチプレイヤー
menuSeed:シード値：
menuSeedExplanation:ワールド生成のシード値を入力空欄の場合はランダムに生成されます
menuRandomiseSeed:ランダム
menuSkipTutorial:チュートリアルを省略
menuTryAgain:再挑戦
menuLoadTimePlayed:プレイ時間
menuLoadLastPlayed:最後にプレイしたセーブ
menuOnDeleteGameSave:本当にセーブデータを削除しますか？
menuCreativeModeEnemies:敵ユニットを有効化する
menuCreativeModePlayerIndestructible:非表示のプレイヤーユニット
PressToContinue:ボタンを押して続ける
UserChangeDetected:ユーザーの変更を検出しました。メインメニューに戻ります。
ReportABug:バグを報告
$Save
exitWithoutSavingWarning:直前のセーブ以降のプレイ内容は破棄されます。本当によろしいですか？
saveSuccessful:保存成功
saveFailed:保存失敗。もう一度実行してください。
saveAddNewSave:新規セーブ
saveReplacePrompt:{0}を上書きしてもよろしいですか？
saveDeletePrompt:{0}を削除してもよろしいですか？(元に戻すことはできません)
saveRenameTitle:名前を変更
saveRenameInputText:保存先を選択してください
saveNameError:他の保存先を選択してください
loadSaveWarning:最後にセーブした時以降の変更点が失われます。このセーブを読み込んでもよろしいですか？
savingPleaseWait:セーブしています。お待ちください…
saveErrorInsufficientSpace:空き容量が不足しているため、ゲームをセーブできませんでした。\n再度セーブを試みる前に、他のゲームのセーブデータを破棄してください。
$MenuPause
confirmEndChallenge:現在のチャレンジを終了しますか？
endChallenge:チャレンジ終了
paused:ゲーム中断
resumeChallenge:チャレンジ続行
confirmCancelMission:本当にミッションをキャンセルしますか？
$MenuOptions
Gameplay:操作関連
Audio:音声
Graphics:画質
Sound:サウンド設定
Controls:操作設定
Camera:カメラ
Display:画面
Language:言語選択
General:全般
Movement:移動
Actions:アクション
HorizontalSensitivity:水平方向の俊敏性
VerticalSensitivity:垂直方向の俊敏性
CursorSensitivity:カーソルの感度
InvertY:Y軸反転
CameraSpring:カメラ俊敏性
MasterVolume:マスター音量
MusicVolume:BGMの音量
SFXVolume:効果音の音量
ChangesMade:変更された項目があります保存するには「決定」を押してください
ExitWithChanges:保存されていない変更があります破棄してもよろしいですか？
Apply:適用
DiscardChanges:変更を破棄
SaveChanges:変更を保存
Save:設定を保存
Resolution:解像度
Quality:画質
Fullscreen:全画面表示
DOF:被写界深度
HDR:ハイダイナミックレンジ
Fog:霧
AmbientOcclusion:環境光遮蔽
Gamma:ガンマ値
DrawDistance:描画範囲
DisableControllers:コントローラ無効
AntiAliasing:アンチエイリアス
EmaiThanks:メールアドレスが送信されました。すぐにフォーラムのプロフィールが更新されます。
EmailFailed:Eメール送信中にエラーが発生しました時間をおいて再試行してください
EmailAlreadyThere:このEメールアドレスは既に登録されていますフォーラムのプロフィール更新をお待ちください
Email:Eメール
EnterEmail:Eメールを入力
ReenterEmail:Eメールを再入力
EmailAddressMismatch:Eメールアドレスが一致しませんでした再入力してください
RegisterForum:フォーラムのフルアクセス権の取得
Register:登録
Reset:リセット
SubmitForumEmail:TerraTechフォーラム全体にアクセスいただくには、ご利用のメールアドレスをご登録ください。
RegisterForumDetails:forum.terratechgame.comで、TerraTechの公式フォーラムにご登録ください。\n\nそれでもTerraTechフォーラム全体にアクセスできない場合は、オプション画面に移動してボタンをクリックしてご登録いただくと、フォーラム全体にアクセスいただけるようになります。
InvertReverseControls:反転コントロール
menuLogInUsingForumCredentials:TerraTechフォーラムの認証情報を使用してログイン
PauseOnFocusLost:非アクティブでもゲーム内時間を停止させない
ShowGameplayHints:プレイ中のヒント表示
ResetAllSeenHints:ヒントの表示履歴を初期化
ResetHintsConfirm:ヒントの履歴を初期化します。過去に見たヒントも再び表示されるようになります。この操作は取り消すことができません。続行しますか？
HQTryeTracks:轍の高画質化
QualityFastest:最速
QualityFast:速い
QualitySimple:シンプル
QualityGood:素敵
QualityBeautiful:さすが
QualityFantastic:最高
$ControlOptions
MoveForwards:前進
MoveBackwards:後退
TurnLeft:左旋回
TurnRight:右旋回
PickUpBlocks:ブロックを拾う
TurnCameraOrRotateBlocks:カメラ・ブロックの回転
PauseGame:ゲーム中断
FireAllWeapons:一斉射撃
FireAllBoosters:ブースト点火
TakeScreenshot:スクリーンショットを撮る
RotateBlockForwards:ブロック順回転
RotateBlockBackwards:ブロック逆回転
WarningNonUsableKey:The key '{0}' is not redefinable. [NEW]
$MenuChallenges
menuAddSumoWarrior:相撲取りを追加
menuClickHere:ここをクリック
menuFightAgain:再戦闘
menuFlying:飛行チャレンジ
menuGauntlet:ガントレットモード
menuRacing:走行チャレンジ
menuReady:準備完了
menuRestartFlying:新・飛行チャレンジ
menuRestartGauntlet:ガントレットチャレンジ再挑戦
menuRestartRacing:新・走行チャレンジ
menuRestartRaD:R&D実験棟・再挑戦
menuRestartSumo:新・相撲チャレンジ
menuRestartXmasDefense:クリスマスディフェンス再挑戦
menuSumo:相撲対決
menuSumoDesign:設計モード
menuSumoDesignNew:新しいユニットをデザイン
menuSumoFight:はじめ！
menuSumoFightAuto:自動
menuSumoFightLocal:手動
menuSumoRanked:ランキング
menuSumoRankedMatch:ランキング対決
menuSumoRedesign:デザイン編集
menuSumoRedesignCommunity:コミュニティ投稿から編集
menuSumoVersus:V.S.
menuXmasDefense:クリスマスディフェンス
