$BlockNames
EXP_JointSet_1_Axle_111:创新研发科技 小型轮轴
PowerBlocks:电力方块
BaseBlocks:工业方块
FlightBlocks:航空方块
AllBlocks:所有方块
AllCorporations:所有公司
$Crafting
CraftButton:制造
MenuTitle:选择一个方块来制造
CurrentlyCrafting:现在制造中：{0}
NonDiscoveredDescription:未知 - 这方块需要先被发现才能显示细节
ComponentAdvanced:需要初级组件
ComponentComplex:需要中级组件
ComponentExotic:需要高级组件
$GameTypes
MainGame:生存模式
SumoShowdown:相扑竞技
RaD:研发测试中心
Gauntlet:赛车竞速
Creative:创造模式
$NetworkedGameTypes
Deathmatch:死亡竞赛
KingAnton:国王安东
WaveTest:一波测试
Horde:一大群
EndlessWaves:无数波
CoOpCreative:创造模式
$CheckpointChallenge
msgBuild:建造一个竞速载具！
msgBuildFly:建造一个能上天的飞行载具。
msgStart:准备好后驶向首个检查点。
msgFollow:走！沿着检查点前进。
msgFollowFly:走！沿着检查点前进……\n不要触碰地面
msgTryAgain:你可随时回来再度挑战。
msgNewRecord:漂亮！新纪录！
msgFlyFail:不！在当前模式下，你不能触碰到地面。
msgNotBad:还不错，但你能做得更好！
msgOutOfBounds:失败了！你不能离开赛道。
$TechLoader
DeployTech:部署新的载具
CannotDeploy:无法部署
SwapCurrentTech:交换当前载具
CannotSwap:无法交换
FilteringOptions:过滤选项
ShowAvailableTechsOnly:只显示可使用载具
ShowFavouritesOnly:只显示偏好
ManagementOptions:管理选项
ViewTechBlocks:查看载具方块
MarkAsFavourite:标记为偏好
RenameSnapshot:重命名蓝图
DeleteSnapshot:删除蓝图
Blocks:Blocks [NEW]
TechCost:消耗: {0}
TechBlocks:方块: {0}
TechCreated:已创造: {0}
TechCreator:{0}
Unavailable:不可用
SearchPrompt:搜索...
SortingOptions:以...排序
Ascending:上升
Descending:下降
BlockInfo_Grade:等级 {0}
ViewMissingBlocks:查看缺失方块
UnmarkAsFavourite:取消偏好标记
BlockInfo_SelectedType:已选择的方块类型
BlockInfo_Corp:集团 {0}
BlockInfo_BlockCapValue:方块价值上限 {0}
BlockInfo_AmountRequired:需要的数额: {0}
BlockInfo_AmountInInventory:物件库内的数额: {0}
BlockInfo_AmountOnCurrentTech:当前载具的数额: {0}
AdvancedOptions:{key:0} 进阶选项
DeployTechKeyPrompt:{key:0} 部署新的载具
SwapCurrentTechKeyPrompt:{key:0} 交换当前载具
ShowAdvancedOptionsKeyPrompt:{key:0} 显示进阶选项
HideAdvancedOptionsKeyPrompt:{key:0} 隐藏进阶选项
ShowWarningsKeyPrompt:{key:0} 显示提示
HideBlockListKeyPrompt:{key:0} 显示屏蔽列表
ShowAdvancedOptions:显示进阶选项
HideAdvancedOptions:隐藏进阶选项
ShowWarnings:显示提示
HideBlockList:显示屏蔽列表
CabRequired:需要驾驶室
$TechLoaderSortTypes
Name:名称
BBCost:¥¥ 花费
BlockLimiterCost:方块限制总花费
DateCreated:创建日期
$TwitchNotifications
msgOfficialSteamLive:泰拉科技 官方正在直播！
msgOfficialClickToView:点击这里，查看 Twitch 直播
msgSingleCommunityStreamLive:1 个 泰拉科技 频道正在直播！
msgMultipleCommunityStreamsLive:{0} 个 泰拉科技 频道正在直播！
msgCommunityClickToView:点击这里，查看 Twitch 直播
$SteamLobbyEnterFailReason
Full:加入失败 - 游戏会话到达了最大限额。返回主界面中。
DoesntExist:Lobby doesn't exist [NEW]
NotAllowed:You don't have the permissions needed to join the chat [NEW]
Error:Unexpected Error [NEW]
Banned:You are banned from this chat room and may not join [NEW]
Limited:Joining this chat is not allowed because you are a limited user [NEW]
MemberBlockedYou:Join failed - Some member in the chat has blocked you from joining [NEW]
YouBlockedMember:Join failed - You have blocked some member already in the chat [NEW]
$SteamWorkshop
Title:Steam工作坊
Upload:上载到Steam
ViewInWorkshop:View in Workshop [zh-sc]
UploadedGotoWorkshop:打开工作坊
NoItems:从Steam泰拉科技工作坊找出新的载具
TitleShort:Steam [NEW]
ItemNameLabel:名称
ItemDescriptionLabel:Description [NEW]
VisibilityLabel:Visibility [NEW]
VisibilityPublic:Public [NEW]
VisibilityFriends:Friends [NEW]
VisibilityPrivate:Private [NEW]
TagsLabel:Tags [NEW]
SubscriberAgreement:By submitting this item, you agree to the workshop terms of service. [NEW]
SubscriberAgreementLink:View Steam Subscriber Agreement [NEW]
Uploading:Uploading to Steam [NEW]
UploadedMsg:Success: Your item is now on Steam Workshop! [NEW]
UploadedSubscriberMsg:Success, but you still need to accept the terms of service on Steam before others can see your item. [NEW]
UploadedGotoGame:Resume Game [NEW]
TagGSO:GSO [NEW]
TagGeoCorp:GeoCorp [NEW]
TagVenture:Venture [NEW]
TagHawkeye:Hawkeye [NEW]
TagBetterFuture:Better Future [NEW]
TagVehicle:Vehicle [NEW]
TagTank:Tank [NEW]
TagScout:Scout [NEW]
TagAircraft:Aircraft [NEW]
TagRacecar:Race Car [NEW]
TagAnchoredBase:Anchored Base [NEW]
TagMobileBase:Mobile Base [NEW]
TagTurret:Turret [NEW]
TagHovercraft:Hovercraft [NEW]
TagMultiTech:Multi-Tech [NEW]
Error:Something went wrong! Could not upload your item. [NEW]
Info:Sharing items to the TerraTech Steam Workshop allows other players to easily use your items in their own game. \n\nThe workshop portal also allows players to rate, comment and give feedback on your submissions. Your best could be seen and played by thousands of TerraTech fans! [NEW]
ItemNamePrompt:Choose a name for your item…  [NEW]
ItemDescriptionPrompt:Optional: Describe your workshop item…  [NEW]
RunInBackground:Run in background [NEW]
BusyUploading:Busy Uploading… [NEW]
$Multiplayer
buildYourTech:Build your Tech
ChooseYourTech:选择你的载具
CrateDropFrequency:包裹掉落频率：
deaths:死亡次数
FilterOptions:过滤选项
FilterGameModes:游戏模式
FilterAll:所有模式
FilterDeathmatchOnly:仅死亡竞赛
FilterCoOpCreativeOnly:仅创造模式
FilterTeamSettings:团队设置
FilterAllTeamTypes:所有团队类型
FilterAllVsAllOnly:仅自由对战
FilterTeamvVsTeamOnly:仅团战
FilterHideFullGames:隐藏全部房间
FilterOnlyShowFriendsGames:只显示朋友的房间
FilterPingRestriction:网络延迟限制
FilterAny:任何
FilterPingValueOrLess:{0}ms 或以下
FilterOnlyShowNearbyGames:只显示附近的房间
FilterLanguageSettings:语言设置
FilterAllLanguages:所有的语言
FilterMatchMine:我的语言
FilterHideInaccessibleGames:隐藏无法进入的房间
FilterOnlyShowLobbies:只展示房间大厅
FindGameFindAGame:找到一个游戏房间
FindGameSearchingForGames:搜索游戏房间…
FindGameNoGamesFound:没有发现游戏房间
FindGameMode:模式
FindGamePlayers:玩家
FindGameTeams:队伍
FindGameFriends:朋友
FindGameStatus:状态
FindGameHost:主机
FindGamePing:网络延迟值
FindGameLanguage:语言
FindGamePrivate:私人
FindGameAllVsAll:自由对战
FindGameTeamVsTeam:团队战斗
FindGameInLobby:在游戏大厅
FindGameInGame:在游戏中
FindGameFilters:过滤器
FindGameRefresh:刷新
FindGameJoinGame:加入游戏
gameFinished:游戏已结束
gameStarted:游戏已经开始了
hostDisconnectedMsg:OK
hostDisconnectedTitle:与主机的连接已断开 - 游戏结束
invite:邀请
JoiningSession:参与此局游戏…
kickPlayer:踢出玩家
kills:击杀
killstreakRewardQty:x{0}
level:等级
levelNameA:嶙峋恶土
levelNameB:天路谷
levelNameC:大竞技场
lobbyFindAGame:搜索游戏大厅
lobbyHostAGame:组建游戏大厅
lobbyQuickMatch:快速匹配
lobbyTitleLobby:大厅
lobbyTitlePlayers:玩家
lobbyTitleSettings:设置
lobbySettingsGameSettings:游戏设置
lobbySettingsGameType:游戏类型：
lobbySettingsMatchDuration:游戏时间：
lobbySettingsMatchDurationLength:{0}分钟
lobbySettingsTeamsMatch:团队比赛
lobbySettingsFriendsOnly:仅朋友
lobbySettingsDeathStreakRewards:死亡连胜奖励
lobbySettingsKillStreakRewards:连续击杀奖励
lobbySettingsCrateDrops:空投箱
lobbySettingsCrateDropFrequency:每{0}秒
lobbySettingsCrateDropQuantity:{0}个零件
lobbySettingsMapSize:地图大小：
lobbySettingsMapSizeAuto:自动选择
lobbySettingsMapSizeLarge:大
lobbySettingsMapSizeMedium:中
lobbySettingsMapSizeSmall:小
lobbySettingsLevel:等级：
muteAllChat:屏蔽所有的聊天
NextMatchStartingIn:开始下一场比赛 {0}
noKillStreakReward:无奖励
outOfBounds:超出边界
playerHasJoinedTheGame:{0} 已加入游戏
playerDisconnected:{0} 已离开游戏
previewKillStreakRewards:预览连杀奖励
profanityWarning:泰拉科技目前不过滤多人聊天窗口。\n\n你还要继续吗？
QuickMatchSearchingForMatches:寻找比赛…
QuickMatchNoMatchesFound:没有找到匹配的游戏。\n请待会再试
Rematch:复赛
rebuiltTime:{0} Seconds to Rebuild
ReturnToLobby:返回大堂
score:积分
scoreBoard:Score Board
selfDestruct:自毁！
selfDestructCountdown:驾驶室将在 {0} 秒内自毁。
selfDestructWarning1:警告！重新连接驾驶室！
selfDestructWarning2:驾驶室将自毁！
startingCountdown:游戏将会在 {0} 秒内开始
startingCountdown1Second:游戏将会在 {0} 秒内开始
timeRemaining:剩余时间
waitingForPlayers:等待其他玩家加入…
CreatingLobby:创建房间…
JoiningLobby:加入房间…
Loading:载入…
NetworkDisconnectedGeneric:网线失去连接。\n请重新连接你的网线和网络。
NetworkDisconnectedWiFi:Wi-Fi失去连接。\n请检查你的Wi-Fi路由器并连接至因特网
NetworkDisconnectedWired:网线连接失效。\n请价差你的网线和你的因特网连接状况
SignedOutPSN:您已经不再登入PlayStation™Network
SignedOutPSN_B:正在返回至主界面。
TeamPlusNumber:团队 {0}
SendInvitationMessage:你想要加入我一同进行泰拉科技么？
GameNotPatched:线上游戏无法使用。/n请更新至最新补丁。
youHaveBeenKicked:你已被移出会话外
YouWereKickedFromLobby:你已被踢出大厅
$MultiplayerLoadouts
Recon:侦察员
Soldier:士兵
Tank:坦克
Charger:强袭者
Assassin:刺客
Artillery:炮兵
Assault:突击兵
Sniper:狙击手
$SteamLobby
YouWereKicked:你已被移出会话外
FailedToCreateLobby:无法创建房间
FailedToJoinLobby:无法加入房间
SteamIsNotRunning:Steam未开启
PlayerWasKicked:{0} was kicked from the chat room
$Networking
FailedToConnect:无法连接至远程游戏房主。你会被带转返回主界面
TechSelectPresetLabel:{0}等级：{1}
EnemiesNearbyTip:有敌人在附近！
$VirtualKeyboard
Player:玩家
Name:名称
ChooseAName:选择一个名字
SaveTech:保存载具
NameYourTech:命名你的载具
GameSeed:游戏种子
EnterGameSeed:进入游戏种子
$BlockLimiter
DespawnConfirm:你的方块限额已经满了。\n你愿意把这个载具{0}送至SCU来增加更多的方块或者生产更多的载具么？\n（被回收载具的蓝图将会生成用于之后来恢复它）
DespawnYes:回收
DespawnNo:继续
OverLimitWarning:你的方块限额满了。你无法添加更多的方块至到你移除了一部分其他的
BuyTechBlocked:方块限额紧张
BuyTechBlockedExplanation:召唤这一载具会超出你的方块限额。\n\n请在召唤新载具前把一些现存载具先送到奇点收纳装置中
LevelUpIncreasesLimit:你的方块限额已增加
BlockAllowanceCount:方块限额：{0}/{1}
$ButtonPrompts
AcceptMission:{key:0} 接受任务
Anchor:{key:0} 锚定
ApplyChanges:{key:0} 应用更改
Attach:{key:0} 焊接
Back:{key:0} 返回
BuildBeam:{key:0} 建造模式
Cancel:{key:0} 取消
CancelMission:{key:0} 取消任务
ChangeCorporationOrCategory:{key:0} 变更科技公司/种类
ChooseTech:{key:0} 选择载具
Close:{key:0} 关闭
Craft:{key:0} 制造
Delete:{key:0} 删除
DeleteSnapshot:{key:0} 删除蓝图
DeployTech:{key:0} 部署载具
Detach:{key:0} 分离
DismissHint:{key:0} 取消提示
Drop:{key:0} 空投
ExitBuildBeam:{key:0} 退出建造模式
HideReticule:{key:0} 隐藏标线
Info:{key:0} 信息
Interact:{key:0} 互动
Inventory:{key:0} 物件库
Join:{key:0} 加入
Load:{key:0} 读取
Menu:{key:0} 菜单
MoreInfo:{key:0} 更多信息
MovePosition:{key:0} 移动位置
MoveTech:{key:0} + {key:1} 移动载具
MoveTechOneGlyph:{key:0} 移动载具
NextCategory:{key:0} 下一个种类
NextCorporation:{key:0} 下一个科技公司
NextFilter:{key:0} 下一个过滤器
NextTab:{key:0} 下一个选项
PickUp:{key:0} 捡起
Play:{key:0} 玩
PreviousFilter:{key:0} 上一个过滤器
PreviousTab:{key:0} 上一个目录
PurchaseBlock:{key:0} 购买零件
Randomise:{key:0} 随机分配
Rename:{key:0} 重命名
ReplaceTech:{key:0} 变更载具
RestoreDefaults:{key:0} 恢复默认值
RotateBlock:{key:0} / {key:1} 旋转方块
Save:{key:0} 保存
ScrollDescription:{key:0} 滚动的描述
Select:{key:0} 选择
SelectBlock:{key:0} 选择零件
SetManually:{key:0} 手动设置
ShowReticule:{key:0} 显示标线
Sort:{key:0} 种类
TakeSnapshot:{key:0} 截取蓝图
TechOptions:{key:0} 载具选项
Toggle:{key:0} 切换
ToggleRepeat:{key:0} 重复切换
Undo:{key:0} 撤销
Grab:{key:0} 占取
Release:{key:0} 释放
ChangeCategoryTabs:{key:0} / {key:1} 变更种类
ChangeCategoryModifier:{key:0} + {key:1} 变更种类
ChangeCorpModifier:{key:0} + {key:1} 变更科技公司
LobbyRefresh:{key:0} 刷新
LobbyFilter:{key:0} 筛选
ChangeLobbySort:{key:0} / {key:1} 改变索引栏
Kick:{key:0} 踢出玩家
MutePlayer:{key:0} 禁音玩家
UnmutePlayer:{key:0} 取消禁音玩家
ShowProfileCard:{key:0} Show profile [NEW]
$ControlSchemas
Car:Car [NEW]
Aeroplane:Aeroplane [NEW]
Helicopter:Helicopter [NEW]
Hovercraft:Hovercraft [NEW]
Rocket:Rocket [NEW]
AntiGravity:反重力引擎
TooltipControlSchemes:Control Schemes [NEW]
TooltipLastUsed:Last Used [NEW]
CarControlScheme:Car Control Scheme [NEW]
AeroplaneControlScheme:Aeroplane Control Scheme [NEW]
HelicopterControlScheme:Helicopter Control Scheme [NEW]
HovercraftControlScheme:Hovercraft Control Scheme [NEW]
RocketControlScheme:Rocket Control Scheme [NEW]
AntiGravityControlScheme:Anti-Gravity Control Scheme [NEW]
TooltipEditControlSchemes:Edit Control Schemes [NEW]
Duplicate:Duplicate [NEW]
TooltipDuplicate:Duplicate the current selected scheme to start a new custom one [NEW]
TooltipEdit:Edit this icon [NEW]
TooltipRename:Rename this control scheme [NEW]
RebindKeys:Rebind Keys [NEW]
TooltipRebindKeys:Shortcut to the rebind keys options menu [NEW]
AvailableControls:Available Controls [NEW]
AxisNameTag:Axis {0} [NEW]
ThrustNameTag:Thrust {0} [NEW]
Pitch:Pitch [NEW]
TooltipPitch:Assign pitch controls to this scheme from your available movement controls [NEW]
Yaw:Yaw / Turning [NEW]
TooltipYaw:Assign yaw/turning controls to this scheme from your available movement controls [NEW]
Roll:Roll [NEW]
TooltipRoll:Assign roll controls to this scheme from your available movement controls [NEW]
Accelerate:Acceleration [NEW]
TooltipAccelerate:Assign acceleration controls to this scheme from your available movement controls [NEW]
Strafe:Strafe [NEW]
TooltipStrafe:Assign strafe controls to this scheme from your available movement controls [NEW]
Lift:Lift [NEW]
TooltipLift:Assign lift controls to this scheme from your available movement controls [NEW]
Propellers:Propellers [NEW]
TooltipPropellers:Assign propeller controls to this scheme from your available movement controls [NEW]
Boosters:Boosters [NEW]
TooltipBoosters:Assign booster controls to this scheme from your available movement controls [NEW]
InvertReverseSteering:Invert Reverse Steering [NEW]
TooltipInvertReverseSteering:Inverts the turning direction for when you're reversing your Tech only [NEW]
RestoreDefaults:Restore Defaults [NEW]
TooltipRestoreDefaults:This will remove any changes you've made to this control scheme and return it to factory settings [NEW]
DeleteSchema:Delete Scheme [NEW]
TooltipDeleteSchema:This will delete this custom control scheme from your library [NEW]
Back:Back [NEW]
TooltipBack:This will exit without saving any changes [NEW]
ApplyAndExit:Apply & Exit [NEW]
TooltipApplyAndExit:This will save all your changes and exit out of the menu [NEW]
