$BlockNames
EXP_JointSet_1_Axle_111:新研科技 小型輪軸
IntroFlatOut:該挑戰是一個檢查點計時賽。 \n\n建造一輛載具，看看你能以多快的速度完成該賽道！
IntroHoverBother:該挑戰是一個檢查點計時賽。 \n\n建造一輛載具，看看你能以多快的速度完成該賽道！
IntroHillHopper:該挑戰是一個檢查點計時賽。 \n\n建造一輛載具，看看你能以多快的速度完成該賽道！
IntroRocketChallenge:這是一個距離挑戰。 \n\n建造一輛載具，看看你能飛多遠！
IntroWingIt:這是一個檢查點計時賽。 \n\n建造一輛載具，看看你能以多快的速度在不落地的情況下完成該賽道！
InfoProfileDelete:你確定要刪除檔案 <color=#ffd633ff>{0}</color> 和其中的所有存儲數據嗎？
InfoSnapshotDelete:確定刪除這一載具藍圖麼<color=#ffd633ff>{0}</color>？
AuthenticationFailed:身份驗證失敗。 \n\n可能是因為密碼錯誤，無網絡連接或未獲得測試資格導致。
CreativeModeExplanation:歡迎來到創造模式！ \n\n隨著你自己的步調探索這個世界並建造你能想像的一切吧！
CrashAndShutdown:泰拉科技遭遇了一個嚴重的問題並且需要關閉。請重新啟動泰拉科技並且如果可以的話，嘗試從你的最新存檔繼續。
WebsiteLink:https://www.terratechgame.com/troubleshooting.htm
WebsiteClickText:疑難排解指南
FailedSaveUserData:無法保存用戶個人資料數據。 請查看{0}以獲取更多幫助。
UnableToLocateSaves:無法找到遊戲保存位置。 請檢查您的防毒軟件設置或查看{0}以獲取更多幫助。
FailedSaveFile:無法保存一個或多個文件。 請查看{0}以獲取更多幫助。
FailedLoadSaveInfo:無法加載保存遊戲資料。 請查看{0}以獲取更多幫助。
$InfoOverlays
HintExpand:按<color=#f7ffceff>{0}</color>顯示信息
HintExpand_Pad:{key:0} 信息
HintContract:按<color=#f7ffceff>{0}</color>關閉
HintContract_Pad:{key:0} 關閉
HintRename:按<color=#f7ffceff>{0}</color>重新命名
RightClick:右鍵單擊
Shift:Shift
Button_Pad:{key:0}
SellPrice:出售：{0}
$Warnings
warningTitleGeneratorsNeedAnchors:必須錨定
warningMsgGeneratorsNeedAnchors:這個零件只有在錨定到地面的時候才會工作。它不能在流動的時候工作。
warningTitleLineOfSightBlocked:射擊受阻
warningMsgLineOfSightBlocked:這個武器不能以這個角度射擊，因為它被另一個零件擋住了。
warningTitleShieldNotPowered:泡泡沒有電了
warningMsgShieldNotPowered:泡泡只能在有電的載具及基地上工作。
warningTitleWheelsSuspended:車輪無法接觸地面。
warningMsgWheelsSuspended:你好像被卡住了，你的車輪懸在地面之上。試著拆幾個零件來給載具減重使車輪到達地面。 ，然後再重新把零件裝回車上。
warningTitleWheelsSideways:輪子不垂直
warningMsgWheelsSideways:你放的輪子卡住在側面。如果它與地面接觸，可能會減慢你的載具或完全阻止載具移動。
warningTitleConveyorClogged:傳送帶堵塞
warningMsgConveyorClogged:這個傳送帶被太多的東西堵塞了。請清理傳送帶上的東西，試試把一些東西拖到別的地方。
warningTitleBatteryLow:電量低下
warningMsgBattteryLow:這個電池沒電了。任何其他靠它的電力運作的零件都會在電量耗盡的時候停止工作。
warningTitleGeneratorNeedsStorage:電量存儲需求
warningMsgGeneratorNeedsStorage:這個發電機沒有足夠的存儲電量的能力，可能會出現電量浪費的情況，請多增加一些電池。
warningTitleWheelSuspensionFullyCompressed:車輪過載警報
warningMsgWheelSuspensionFullyCompressed:這個車輪正支撐太重的重量。在這種重量下，它會比正常情況下移動得慢很多。試著添加更多的輪子來分擔它的載荷或者減少它承載的負荷。
warningTitleWrongOrientation:錯誤的方向
warningMsgWrongOrientation:這個零件只能在正確的方向上工作。在這個方向上，此零件將不起作用。請將此零件朝上，讓它再次工作。
warningTitleDepBlock:老式方塊需要進行替換
warningMsgDepBlockInSnapshot:This block no longer exists [zh-tr]
warningMsgDepBlock:該方塊（粉色）為老式零件，不再具備任何功能。你可以在交易站進行出售併購買替代品。
warningTitleNoControls:方塊沒有操控
warningMsgNoControls:當前載具的控制方案無法操控該方塊。請編輯你的控制方案以啟用它的功能。
warningNoControlMapped:未規定操控
$MenuMultiplayer
menuCreateGame:創建遊戲
menuJoinGame:加入遊戲
$MenuJoinMultiplayer
menuServerName:名稱
menuHost:主機
menuPlayers:玩家
menuConnecting:連接中……
menuConnectionFailed:連接失敗\n{0}
ArenaOffline:競技場 - 離線
ArenaOnline:競技場 - 在線
$HUDMultiplayer
MessageScoreTeam1:隊伍 {0} 得分！
$BlockUI
blockPurchase:購買？
blockPriceIncreased:有未發現的方塊
blockPurchaseTech:申請購買貨物
blockTechBeingDelivered:{0} 正在發送
blockTechDeliveredSuccessfully:貨物發送成功
blockTechNotDelivered:貨物發送失敗
blockOrderedToDeliveryLocation:{0} 已訂購。開始裝配。
blockOrderedToDeliveryLocation2:貨物將送至該地區附近。
blockUndiscoveredTitle:尚未發現的方塊
blockUndiscoveredMessage:在你發現或製造出該方塊之前，該方塊不可購買。
blockLevelNotReachedMessage:在你達到正確的許可證等級之前，該方塊不可購買。
blockTankUnavailable:不可用
blockTankRequestBlocks:申請購買方塊
blockTankRequestTechs:申請購買載具
blockTechMissingBlocks:需要缺失的方塊
$Corporations
BF:美好未來
EXP:新研科技
GC:重礦工業
GSO:銀河政部
HE:鷹眼軍事
LGN:黑化軍隊
RR:經緯研究
SPJ:深空行者
VEN:速限公司
SPE:特殊
$Skins
HawkeyeCamo:鷹眼迷彩
VentureCobalt:速限鈷藍
EarlyAccessBonusSkin:搶先體驗獎勵皮膚
SteamExclusiveSkin:Steam專屬皮膚
BetaBackerSkin:Beta玩家皮膚
DigitalHarvesterSkin:數字收割者皮膚
MiningCrewSkin:鑽礦隊員皮膚
MiningCrewForemanSkin:鑽礦領班皮膚
CorporationVPSkin:集團副總裁皮膚
CorporationCEOSkin:集團首席執行官皮膚
$IntroPlanetfall
Message1:銀河政部基地部署單元B57981-J進入着陸階段二。
Message2:接近部署高度……
Message3:警告！調查任務#748005有效載荷失效。
Message4:即將墜毀，啟動緊急救援預案。
Message5:小心撞擊！ 將要墜毀了！
$Licensing
BetterFutureLevel:美好未來：等級 {0}
GeoCorpLevel:重礦工業：等級 {0}
GSOLevel:銀河政部：等級 {0}
HawkeyeLevel:鷹眼軍事：等級 {0}
LegionLevel:黑化軍隊：等級 {0}
ReticuleResearchLevel:經緯研究：等級 {0}
SpaceJunkersLevel:荒星車隊：等級 {0}
VentureLevel:速限公司：等級 {0}
NumberOfNumber:{0} / {1}
LevelMaxed:達到最大等級{0}！
LevelUp:升級！你現在的許可證是{0}級
LevelUpTitle:{0}許可證升級：等級{1}
LevelUpBodyText:恭喜！ <color=orange>{0}</color>已經升級了你的許可證至<color=orange>{1}級</color>！本級的零件可以由<color=orange>交易站</color>購買或由{0}<color=orange>工廠</color>製造。還有一些新方塊等著你去發現！
MaxedTitle:{0}許可證經驗達到最大值
MaxedBodyText:恭喜你！你已獲得最高等級 <color=orange>{0} 許可證</color>！作為獎勵，所有 <color=orange>{0} 方塊</color>現已全部發現。你還獲得了一個特製 <color=orange>{0} 終端方塊</color>可用於購買 <color=orange>{0} 方塊</color>，隨時隨地。
$Purchasing
BlocksTitle:方塊
TechsTitle:載具
ItemCost:¥¥ {0}
UnknownBlockPurchase:未發現的方塊
UnknownBlockDescription:未發現的方塊 - 如果你想購買，你需要先發現它。一些方塊可以由升級許可證自動被發現。這個方塊只可以用正常的手段被發現。
HigherGradePurchase:需要等級 {0}
HigherGradeDescription:需要 {0} 等級 {1} 來買
UndiscoveredBlocks:有未發現的方塊
ItemGrade:等級：{0}
BlockCap:方塊上限：{0}
NoBlocks:沒有選擇零件
Inventory:物件庫
DeselectBlock:取消選擇 (Alt)
ShowInventory:顯示物件庫
HideInventory:隱藏物件庫
ControlBlocks:控制艙方塊
StandardBlocks:一般方塊
WheelBlocks:車輪方塊
WeaponBlocks:武器方塊
AccessoryBlocks:裝飾和其他方塊
PowerBlocks:電力方塊
BaseBlocks:工業方塊
FlightBlocks:航空方塊
AllBlocks:所有方塊
AllCorporations:所有公司
$Crafting
CraftButton:制造
MenuTitle:選擇一個方塊來制造
CurrentlyCrafting:現在制造中：{0}
NonDiscoveredDescription:未知 - 這方塊需要先被發現才能顯示細節
ComponentAdvanced:需要初級組件
ComponentComplex:需要中級組件
ComponentExotic:需要高級組件
$GameTypes
MainGame:生存模式
SumoShowdown:相撲競技
RaD:研發測試中心
Gauntlet:賽車競速
Creative:創造模式
$NetworkedGameTypes
Deathmatch:死亡競賽
KingAnton:國王安東
WaveTest:一波測試
Horde:一大群
EndlessWaves:無數波
CoOpCreative:創造模式
$CheckpointChallenge
msgBuild:建造一個競速載具！
msgBuildFly:建造一個能上天的飛行載具。
msgStart:準備好後駛向首個檢查點。
msgFollow:走！沿著檢查點前進。
msgFollowFly:走！沿著檢查點前進……\n不要觸碰地面
msgTryAgain:你可隨時回來再度挑戰。
msgNewRecord:漂亮！新紀錄！
msgFlyFail:不！在當前模式下，你不能觸碰到地面。
msgNotBad:還不錯，但你能做得更好！
msgOutOfBounds:失敗了！你不能離開賽道。
$TechLoader
DeployTech:部署新的載具
CannotDeploy:無法部署
SwapCurrentTech:交換當前載具
CannotSwap:無法交換
FilteringOptions:過濾選項
ShowAvailableTechsOnly:只顯示可使用載具
ShowFavouritesOnly:只顯示偏好
ManagementOptions:管理選項
ViewTechBlocks:查看載具方塊
MarkAsFavourite:標記為偏好
RenameSnapshot:重命名藍圖
DeleteSnapshot:刪除藍圖
Blocks:Blocks [NEW]
TechCost:消耗: {0}
TechBlocks:方塊: {0}
TechCreated:已創造: {0}
TechCreator:{0}
Unavailable:不可用
SearchPrompt:搜索...
SortingOptions:以...排序
Ascending:上升
Descending:下降
BlockInfo_Grade:等級 {0}
ViewMissingBlocks:查看缺失方塊
UnmarkAsFavourite:取消偏好標記
BlockInfo_SelectedType:已選擇的方塊類型
BlockInfo_Corp:集團 {0}
BlockInfo_BlockCapValue:方塊價值上限 {0}
BlockInfo_AmountRequired:需要的數額: {0}
BlockInfo_AmountInInventory:物件庫內的數額: {0}
BlockInfo_AmountOnCurrentTech:當前載具的數額: {0}
AdvancedOptions:{key:0} 進階選項
DeployTechKeyPrompt:{key:0} 部署新的載具
SwapCurrentTechKeyPrompt:{key:0} 交換當前載具
ShowAdvancedOptionsKeyPrompt:{key:0} 顯示進階選項
HideAdvancedOptionsKeyPrompt:{key:0} 隱藏進階選項
ShowWarningsKeyPrompt:{key:0} 顯示提示
HideBlockListKeyPrompt:{key:0} 顯示幕蔽列表
ShowAdvancedOptions:顯示進階選項
HideAdvancedOptions:隱藏進階選項
ShowWarnings:顯示提示
HideBlockList:顯示幕蔽列表
CabRequired:需要駕駛室
$TechLoaderSortTypes
Name:名稱
BBCost:¥¥ 花費
BlockLimiterCost:方塊限制總花費
DateCreated:創建日期
$TwitchNotifications
msgOfficialSteamLive:泰拉科技 官方正在直播！
msgOfficialClickToView:點擊這裡，查看 Twitch 直播
msgSingleCommunityStreamLive:1 個 泰拉科技 頻道正在直播！
msgMultipleCommunityStreamsLive:{0} 個 泰拉科技 頻道正在直播！
msgCommunityClickToView:點擊這裡，查看 Twitch 直播
$SteamLobbyEnterFailReason
Full:加入失敗 - 遊戲會話到達了最大限額。返回主介面中。
DoesntExist:Lobby doesn't exist [NEW]
NotAllowed:You don't have the permissions needed to join the chat [NEW]
Error:Unexpected Error [NEW]
Banned:You are banned from this chat room and may not join [NEW]
Limited:Joining this chat is not allowed because you are a limited user [NEW]
MemberBlockedYou:Join failed - Some member in the chat has blocked you from joining [NEW]
YouBlockedMember:Join failed - You have blocked some member already in the chat [NEW]
$SteamWorkshop
Title:Steam 工作坊
Upload:上載到Steam
ViewInWorkshop:View in Workshop [zh-tr]
UploadedGotoWorkshop:打開工作坊
NoItems:從Steam泰拉科技工作坊找出新的載具
TitleShort:Steam [NEW]
ItemNameLabel:名稱
ItemDescriptionLabel:Description [NEW]
VisibilityLabel:Visibility [NEW]
VisibilityPublic:Public [NEW]
VisibilityFriends:Friends [NEW]
VisibilityPrivate:Private [NEW]
TagsLabel:Tags [NEW]
SubscriberAgreement:By submitting this item, you agree to the workshop terms of service. [NEW]
SubscriberAgreementLink:View Steam Subscriber Agreement [NEW]
Uploading:Uploading to Steam [NEW]
UploadedMsg:Success: Your item is now on Steam Workshop! [NEW]
UploadedSubscriberMsg:Success, but you still need to accept the terms of service on Steam before others can see your item. [NEW]
UploadedGotoGame:Resume Game [NEW]
TagGSO:GSO [NEW]
TagGeoCorp:GeoCorp [NEW]
TagVenture:Venture [NEW]
TagHawkeye:Hawkeye [NEW]
TagBetterFuture:Better Future [NEW]
TagVehicle:Vehicle [NEW]
TagTank:Tank [NEW]
TagScout:Scout [NEW]
TagAircraft:Aircraft [NEW]
TagRacecar:Race Car [NEW]
TagAnchoredBase:Anchored Base [NEW]
TagMobileBase:Mobile Base [NEW]
TagTurret:Turret [NEW]
TagHovercraft:Hovercraft [NEW]
TagMultiTech:Multi-Tech [NEW]
Error:Something went wrong! Could not upload your item. [NEW]
Info:Sharing items to the TerraTech Steam Workshop allows other players to easily use your items in their own game. \n\nThe workshop portal also allows players to rate, comment and give feedback on your submissions. Your best could be seen and played by thousands of TerraTech fans! [NEW]
ItemNamePrompt:Choose a name for your item…  [NEW]
ItemDescriptionPrompt:Optional: Describe your workshop item…  [NEW]
RunInBackground:Run in background [NEW]
BusyUploading:Busy Uploading… [NEW]
$Multiplayer
buildYourTech:Build your Tech
ChooseYourTech:選擇你的載具
CrateDropFrequency:包裹掉落頻率：
deaths:死亡次數
FilterOptions:過濾選項
FilterGameModes:遊戲模式
FilterAll:所有模式
FilterDeathmatchOnly:僅死亡競賽
FilterCoOpCreativeOnly:僅創造模式
FilterTeamSettings:團隊設置
FilterAllTeamTypes:所有團隊類型
FilterAllVsAllOnly:僅自由對戰
FilterTeamvVsTeamOnly:僅團戰
FilterHideFullGames:隱藏全部房間
FilterOnlyShowFriendsGames:只顯示朋友的房間
FilterPingRestriction:網絡延遲限制
FilterAny:任何
FilterPingValueOrLess:{0}ms 或以下
FilterOnlyShowNearbyGames:只顯示附近的房間
FilterLanguageSettings:語言設置
FilterAllLanguages:所有的語言
FilterMatchMine:我的語言
FilterHideInaccessibleGames:隱藏無法進入的房間
FilterOnlyShowLobbies:只展示房間大廳
FindGameFindAGame:找到一個遊戲房間
FindGameSearchingForGames:搜索遊戲房間…
FindGameNoGamesFound:沒有發現遊戲房間
FindGameMode:模式
FindGamePlayers:玩家
FindGameTeams:隊伍
FindGameFriends:朋友
FindGameStatus:狀態
FindGameHost:主機
FindGamePing:網絡延遲值
FindGameLanguage:語言
FindGamePrivate:私人
FindGameAllVsAll:自由對戰
FindGameTeamVsTeam:團隊戰鬥
FindGameInLobby:在遊戲大廳
FindGameInGame:在遊戲中
FindGameFilters:過濾器
FindGameRefresh:刷新
FindGameJoinGame:加入遊戲
gameFinished:遊戲已結束
gameStarted:遊戲已經開始了
hostDisconnectedMsg:OK
hostDisconnectedTitle:與主機的連接已斷開 - 遊戲結束
invite:邀請
JoiningSession:參與此局遊戲…
kickPlayer:踢出玩家
kills:擊殺
killstreakRewardQty:x{0}
level:等級
levelNameA:嶙峋惡土
levelNameB:天路穀
levelNameC:大競技場
lobbyFindAGame:搜索遊戲大廳
lobbyHostAGame:組建遊戲大廳
lobbyQuickMatch:快速匹配
lobbyTitleLobby:大廳
lobbyTitlePlayers:玩家
lobbyTitleSettings:設置
lobbySettingsGameSettings:遊戲設置
lobbySettingsGameType:遊戲類型：
lobbySettingsMatchDuration:遊戲時間：
lobbySettingsMatchDurationLength:{0}分鐘
lobbySettingsTeamsMatch:團隊比賽
lobbySettingsFriendsOnly:僅朋友
lobbySettingsDeathStreakRewards:死亡連勝獎勵
lobbySettingsKillStreakRewards:連續擊殺獎勵
lobbySettingsCrateDrops:空投箱
lobbySettingsCrateDropFrequency:每{0}秒
lobbySettingsCrateDropQuantity:{0}個零件
lobbySettingsMapSize:地圖大小：
lobbySettingsMapSizeAuto:自動選擇
lobbySettingsMapSizeLarge:大
lobbySettingsMapSizeMedium:中
lobbySettingsMapSizeSmall:小
lobbySettingsLevel:等級：
muteAllChat:屏蔽所有的聊天
NextMatchStartingIn:開始下一場比賽 {0}
noKillStreakReward:無獎勵
outOfBounds:超出邊界
playerHasJoinedTheGame:{0} 已加入遊戲
